N,true_prev,n,Se,n_Se,Sp,n_Sp,repl,coverage_prLik_mean,width_prLik_mean,width_prLik_sd,loc_prLik_mean,loc_prLik_sd,loc_RG_mean,loc_RG_sd
50,0.1,5,0.9,100,0.99,50,5000,0.9888,0.574096,0.0985691937736747,0.104855790626324,0.136482460359793,0.106990934983348,0.138426738694231
50,0.2,5,0.9,100,0.99,50,5000,0.9592,0.630872,0.110587185157704,0.199928794160636,0.18480599106313,0.202857358972704,0.185609104042868
50,0.5,5,0.9,100,0.99,50,5000,0.968,0.711352,0.0955891183760494,0.49893268812284,0.239156088836964,0.501106612718043,0.237924584108798
50,0.01,5,0.99,100,0.99,50,5000,0.9666,0.451412,0.0342298202174423,0.0100691878087088,0.0438207861793317,0.0103491918045322,0.0449890681928974
50,0.02,5,0.99,100,0.99,50,5000,0.9942,0.465,0.0539620457402802,0.0275113205944299,0.0700304290295327,0.0282493353312676,0.0717780095295209
50,0.05,5,0.99,100,0.99,50,5000,0.9818,0.481604,0.0689978211530246,0.0500218411803192,0.0929762868805317,0.0512787617004695,0.0949653979047419
50,0.1,5,0.99,100,0.99,50,5000,0.9924,0.519716,0.0870149048309113,0.104390956374435,0.128574728819894,0.106598497990533,0.130232072902126
50,0.2,5,0.99,100,0.99,50,5000,0.9628,0.575928,0.0978213300795062,0.201623797610188,0.175571783487942,0.204197614983688,0.175589065558691
50,0.5,5,0.99,100,0.99,50,5000,0.9528,0.656092,0.0692970991715434,0.500986285005453,0.218371977387904,0.500962868408633,0.215494760960548
50,0.01,5,0.8,1000,0.99,50,5000,0.9728,0.571448,0.0416942559376665,0.0109711709389243,0.0507951247062027,0.0112304844630432,0.0519645787726226
50,0.02,5,0.8,1000,0.99,50,5000,0.9964,0.585884,0.0638024505370986,0.0296470349478766,0.0812205014193362,0.0303427929652566,0.0830364550636908
50,0.05,5,0.8,1000,0.99,50,5000,0.9896,0.601344,0.0791065435539097,0.0497317624839498,0.103248437315501,0.0508604648705099,0.105385838449847
50,0.1,5,0.8,1000,0.99,50,5000,0.962,0.6394,0.104262237280928,0.10294592603297,0.146786700481071,0.104949995216338,0.148959438038312
50,0.2,5,0.8,1000,0.99,50,5000,0.9688,0.699464,0.120072129019325,0.203634879161708,0.200054917456268,0.206670296321115,0.201447035434456
50,0.5,5,0.8,1000,0.99,50,5000,0.9888,0.75934,0.120375339852018,0.499773538088151,0.268116265945761,0.50278175415826,0.26677383562488
50,0.01,5,0.9,1000,0.99,50,5000,0.9702,0.502868,0.0359748997869756,0.0100855067595014,0.0456270371542072,0.0103497636383942,0.0467977018773953
50,0.02,5,0.9,1000,0.99,50,5000,0.9964,0.516024,0.0565164599568056,0.0275612495205339,0.0730905275889865,0.0282671576593889,0.0748807648459884
50,0.05,5,0.9,1000,0.99,50,5000,0.987,0.529704,0.0705959569793368,0.0458227625234343,0.0934831922862986,0.0469273066320647,0.0955020754500243
50,0.1,5,0.9,1000,0.99,50,5000,0.9952,0.570272,0.0961349801210807,0.103492439357009,0.138920858267614,0.105525432551397,0.140774694393612
50,0.2,5,0.9,1000,0.99,50,5000,0.9628,0.627788,0.107747060014593,0.199474294022859,0.184657162076207,0.202349376855034,0.185454493529885
