N,true_prev,n,Se,n_Se,Sp,n_Sp,repl,coverage_prLik_mean,width_prLik_mean,width_prLik_sd,loc_prLik_mean,loc_prLik_sd,loc_RG_mean,loc_RG_sd
50,0.5,25,0.8,100,0.9,50,5000,0.9522,0.500432,0.0666289821342939,0.496759118716682,0.12958362378734,0.498551182679739,0.13144159337951
50,0.01,25,0.9,100,0.9,50,5000,0.9704,0.175736,0.0775998882249872,0.0359845100621149,0.0552846030303486,0.0350855915923483,0.0541598738504171
50,0.02,25,0.9,100,0.9,50,5000,0.964,0.195432,0.0814015885577422,0.0469763460404421,0.0615174298353243,0.0456709442446197,0.0603268782877607
50,0.05,25,0.9,100,0.9,50,5000,0.9724,0.216128,0.082565677095309,0.0604473126735577,0.0691583903891847,0.0588529397324157,0.068121017176467
50,0.1,25,0.9,100,0.9,50,5000,0.9534,0.27456,0.0835921283900928,0.110203336557472,0.0879069910396846,0.107883476462708,0.0877778885804356
50,0.2,25,0.9,100,0.9,50,5000,0.9454,0.347576,0.0690405499942512,0.201622791584805,0.101049100483224,0.199225793952272,0.102408885921292
50,0.5,25,0.9,100,0.9,50,5000,0.9428,0.40946,0.0500788376262429,0.498581692567548,0.110023234775837,0.498202039108515,0.111102261805898
50,0.01,25,0.99,100,0.9,50,5000,0.9678,0.15384,0.0684803060044426,0.0334816924393671,0.0498367513803785,0.0318714543886157,0.0484099681643682
50,0.02,25,0.99,100,0.9,50,5000,0.9638,0.171756,0.0706064693827962,0.0448536222209185,0.0563350885731784,0.0425938699865139,0.0549608863183077
50,0.05,25,0.99,100,0.9,50,5000,0.9688,0.191932,0.0724941270427553,0.0589045872792329,0.0642439544409254,0.0561577848585726,0.0630906537815492
50,0.1,25,0.99,100,0.9,50,5000,0.9536,0.24848,0.0690976446552224,0.1106506882122,0.0787849347448725,0.106781597794805,0.079010127925325
50,0.2,25,0.99,100,0.9,50,5000,0.9496,0.310936,0.0531760231860975,0.201977358307556,0.0896680835222381,0.198319053180772,0.0911285018713884
50,0.5,25,0.99,100,0.9,50,5000,0.9456,0.33414,0.0401096267301416,0.499963611632576,0.0913249796464109,0.496602883818443,0.0911525170730409
50,0.01,25,0.8,1000,0.9,50,5000,0.9702,0.205792,0.089510084052186,0.0410091576543188,0.0618508392286119,0.0400917579482294,0.0611945913111362
50,0.02,25,0.8,1000,0.9,50,5000,0.963,0.224708,0.093748559959601,0.0514342648370472,0.0695945142603416,0.0502635249281143,0.069006122371759
50,0.05,25,0.8,1000,0.9,50,5000,0.971,0.247156,0.0969496338843116,0.0662216273133682,0.0774975860609688,0.0647840836009456,0.0771074351599357
50,0.1,25,0.8,1000,0.9,50,5000,0.967,0.305472,0.0970695715265256,0.110936128312582,0.0948105544628323,0.108917335101235,0.095277028794873
50,0.2,25,0.8,1000,0.9,50,5000,0.9442,0.38876,0.0864108544521661,0.202630059637827,0.114630814851923,0.200856615326992,0.116262616331433
50,0.5,25,0.8,1000,0.9,50,5000,0.9526,0.480628,0.053470902774207,0.498598831939388,0.12561859530921,0.499976252511729,0.127141078334645
50,0.01,25,0.9,1000,0.9,50,5000,0.976,0.1743,0.0769767177984136,0.0355380792458368,0.0545580344869265,0.0345518470410706,0.0532996452087946
50,0.02,25,0.9,1000,0.9,50,5000,0.9648,0.194912,0.0798840944726167,0.0468449497350145,0.0620595292117307,0.0456577259489674,0.0608613623703971
50,0.05,25,0.9,1000,0.9,50,5000,0.9702,0.21654,0.0827654422067854,0.0624656480397808,0.0703326862927667,0.0608525437141553,0.0692609619611583
50,0.1,25,0.9,1000,0.9,50,5000,0.9514,0.274356,0.0813807706400351,0.111253897744623,0.0863611602363691,0.108799567415325,0.0861820681270402
50,0.2,25,0.9,1000,0.9,50,5000,0.944,0.346152,0.0673654252276583,0.202441841398587,0.101736020130882,0.200010236362067,0.102847679243165
50,0.5,25,0.9,1000,0.9,50,5000,0.9508,0.4008,0.044274507861853,0.500089854559555,0.105789458338241,0.49944525764037,0.10656023516355
50,0.01,25,0.99,1000,0.9,50,5000,0.9688,0.15208,0.0688684410483822,0.0328857202346509,0.0506388836210005,0.0323169265686854,0.0495055369151395
50,0.02,25,0.99,1000,0.9,50,5000,0.9594,0.172068,0.0699718699801406,0.043965445033945,0.0576661200573809,0.0430947801510861,0.0564171817551535
50,0.05,25,0.99,1000,0.9,50,5000,0.966,0.191836,0.0724944149023799,0.0575970713477625,0.0642252727418714,0.0563383970814258,0.0628233142965812
50,0.1,25,0.99,1000,0.9,50,5000,0.9542,0.2471,0.0677798555749741,0.107511671566986,0.0793340218196748,0.104848192638881,0.0786215446315521
50,0.2,25,0.99,1000,0.9,50,5000,0.9498,0.310872,0.0534128280663026,0.199985608957926,0.0891799841024644,0.196490285442551,0.0902099001429582
50,0.5,25,0.99,1000,0.9,50,5000,0.9478,0.331604,0.0389929644199419,0.502608012236804,0.0899177854104827,0.499232712234829,0.0896986897456753
50,0.01,25,0.8,50,0.99,50,5000,0.9864,0.116592,0.0297872958255448,0.00817887755667374,0.0185284873547265,0.00952535729203602,0.0211286438203222
50,0.02,25,0.8,50,0.99,50,5000,0.9944,0.13772,0.0417951069647302,0.0222680010378956,0.0285236940075154,0.0255707961667737,0.03156776525405
50,0.05,25,0.8,50,0.99,50,5000,0.9742,0.161148,0.0510302156823045,0.0398321139954922,0.0381448754676154,0.0445167967762752,0.0407663369413671
50,0.1,25,0.8,50,0.99,50,5000,0.9766,0.221144,0.0626491520074251,0.0952659780579588,0.0587312244510851,0.101203058450022,0.0600238556931629
50,0.2,25,0.8,50,0.99,50,5000,0.9444,0.293904,0.0642331998641899,0.193699828177282,0.0796034363786649,0.199917733756841,0.0800791857338997
50,0.5,25,0.8,50,0.99,50,5000,0.9506,0.410104,0.0616489197136525,0.495188384784707,0.109064041780472,0.500981925842406,0.109595894587325
50,0.01,25,0.9,50,0.99,50,5000,0.986,0.098428,0.0239592075145432,0.00760480736888279,0.0170106883518567,0.00859270888361431,0.0190158523715528
50,0.02,25,0.9,50,0.99,50,5000,0.9938,0.117688,0.033272151466544,0.022120058311949,0.0256794463770908,0.024780813277065,0.0282034937080059
50,0.05,25,0.9,50,0.99,50,5000,0.9686,0.137296,0.0408791218658242,0.0385116690272458,0.0342549626749131,0.0423618358857132,0.0368117633706865
50,0.1,25,0.9,50,0.99,50,5000,0.955,0.192872,0.0494505883497621,0.0945206867174065,0.0524313450606775,0.100078553828469,0.0536554467268485
50,0.2,25,0.9,50,0.99,50,5000,0.9482,0.25346,0.0447315166489618,0.195991629482245,0.0689431672389756,0.201574373211427,0.0689761587513675
50,0.5,25,0.9,50,0.99,50,5000,0.9498,0.335884,0.0409911526907915,0.497786756061872,0.0910882776388771,0.50111169787191,0.0909579680429772
50,0.01,25,0.99,50,0.99,50,5000,0.983,0.083048,0.0222082943439503,0.00669624035099268,0.0150177573683066,0.00811847463191259,0.0178603126970294
50,0.02,25,0.99,50,0.99,50,5000,0.992,0.102672,0.0296174923849241,0.0206809277734242,0.0235076051842572,0.0244385058178683,0.0267013644271005
50,0.05,25,0.99,50,0.99,50,5000,0.9596,0.121724,0.0347872081945475,0.0375552512571489,0.0318835632746473,0.0424216831040493,0.0342787025849569
50,0.1,25,0.99,50,0.99,50,5000,0.9396,0.170088,0.0401954648073413,0.0942005615684591,0.0486642360955676,0.0996890187990651,0.0493767076265074
50,0.2,25,0.99,50,0.99,50,5000,0.932,0.22112,0.0318306179275164,0.195496936359436,0.0615371516201116,0.200135673377663,0.0612314633672885
50,0.5,25,0.99,50,0.99,50,5000,0.931,0.260192,0.0209086242998917,0.498659642769526,0.0762289397703962,0.498657681060258,0.0751008946343542
50,0.01,25,0.8,100,0.99,50,5000,0.9846,0.114812,0.0279921661947348,0.0080531600829488,0.0185052462553167,0.00951816839233669,0.0212911883160959
50,0.02,25,0.8,100,0.99,50,5000,0.9932,0.136248,0.0401975828269938,0.0226733167980139,0.0294509216848166,0.0264046332763116,0.0327267119392863
50,0.05,25,0.8,100,0.99,50,5000,0.9772,0.156704,0.047419680610711,0.0376382058988699,0.0372343480714482,0.0424743933176938,0.0399157103507289
50,0.1,25,0.8,100,0.99,50,5000,0.979,0.217136,0.0593041389801761,0.0946593590303613,0.059315164946342,0.100742808440786,0.0604468832088889
50,0.2,25,0.8,100,0.99,50,5000,0.9456,0.288272,0.0556276271521671,0.19646670077936,0.0789431761925947,0.202622128220018,0.0792059618626417
50,0.5,25,0.8,100,0.99,50,5000,0.9496,0.392824,0.0443109209511956,0.495437498429511,0.106804236717801,0.500640978544937,0.106945979581042
50,0.01,25,0.9,100,0.99,50,5000,0.984,0.099456,0.0233026321803634,0.00796733207623043,0.0173179759523237,0.00885555688090718,0.019129683148545
50,0.02,25,0.9,100,0.99,50,5000,0.9924,0.118568,0.0324826168908851,0.0227924351162157,0.0263754278430077,0.0252086441636696,0.0287532157373529
50,0.05,25,0.9,100,0.99,50,5000,0.9666,0.138184,0.0400507547568247,0.0390508417003443,0.0347802841685499,0.0426420585339688,0.0372652802552456
50,0.1,25,0.9,100,0.99,50,5000,0.9504,0.19222,0.0480650980518104,0.0952611038265932,0.0533832590520815,0.100542797648834,0.0547569908683824
50,0.2,25,0.9,100,0.99,50,5000,0.943,0.250304,0.0414064062929448,0.193856118305094,0.0696005497864658,0.199257938663484,0.0696110702464036
50,0.5,25,0.9,100,0.99,50,5000,0.9488,0.324708,0.0289053946585767,0.496345560040011,0.0884822787812308,0.499335305560237,0.0880957504950431
50,0.01,25,0.99,100,0.99,50,5000,0.9834,0.082636,0.022366751179187,0.00654117352723711,0.0150526990699077,0.0079398224158941,0.0178606538422743
50,0.02,25,0.99,100,0.99,50,5000,0.9928,0.102288,0.0296442374191416,0.0199596193882372,0.0231242935744112,0.0238534726734571,0.0264197195018015
50,0.05,25,0.99,100,0.99,50,5000,0.9576,0.12278,0.0342967469794247,0.0378945259569591,0.0315826372555734,0.0428849580162815,0.0339283415022492
50,0.1,25,0.99,100,0.99,50,5000,0.949,0.170808,0.0393016037740426,0.0935758937048679,0.0473570808897597,0.0991371869061673,0.0479978600984096
50,0.2,25,0.99,100,0.99,50,5000,0.9312,0.2208,0.031251805308926,0.19540319531665,0.0618229801141546,0.200064749743655,0.0615107749458421
50,0.5,25,0.99,100,0.99,50,5000,0.9388,0.261964,0.0171336340652897,0.498621750154902,0.0749776917086644,0.498602911544321,0.0738128887125514
50,0.01,25,0.8,1000,0.99,50,5000,0.9836,0.11332,0.0275508513458655,0.00843334435160176,0.01891042869177,0.0101714156213471,0.0219994004994944
50,0.02,25,0.8,1000,0.99,50,5000,0.9934,0.13496,0.0383751603330347,0.0222740716775281,0.0286238101754507,0.0263386651618978,0.0319470627529217
50,0.05,25,0.8,1000,0.99,50,5000,0.9702,0.15634,0.0470532379485226,0.0390384883680028,0.038661477120639,0.044172100241093,0.0411219933716637
50,0.1,25,0.8,1000,0.99,50,5000,0.9814,0.214712,0.0555742274345851,0.0948005214936185,0.0583636448282292,0.100895921624717,0.0592884395760764
50,0.2,25,0.8,1000,0.99,50,5000,0.953,0.281792,0.0508726482627773,0.193459446427881,0.0771012832631889,0.199452329323801,0.0772231677144695
50,0.5,25,0.8,1000,0.99,50,5000,0.9496,0.3767,0.0266392929783446,0.494216711471854,0.102051533684499,0.498889010321314,0.101846182886394
50,0.01,25,0.9,1000,0.99,50,5000,0.9832,0.100904,0.0237271022056174,0.00840381828371271,0.0181384837716264,0.00929875732177697,0.0199270862459983
50,0.02,25,0.9,1000,0.99,50,5000,0.9898,0.118564,0.031776404012575,0.0224386042876931,0.0267011959756995,0.024746251466142,0.0290370383818603
50,0.05,25,0.9,1000,0.99,50,5000,0.9708,0.137608,0.0382749438963149,0.0379105894160382,0.0338211459141286,0.0413494126693443,0.0362573654404238
50,0.1,25,0.9,1000,0.99,50,5000,0.9606,0.191608,0.0445947538889372,0.0945882560264405,0.0510130735114339,0.10004237465838,0.0523312182118336
50,0.2,25,0.9,1000,0.99,50,5000,0.9488,0.248312,0.036201281228052,0.193889041644013,0.0687156767317572,0.199252060108406,0.0686771622864396
50,0.5,25,0.9,1000,0.99,50,5000,0.9558,0.316436,0.0175567523167123,0.496603514068306,0.089426201480435,0.499270700101478,0.0888137461510909
50,0.01,25,0.99,1000,0.99,50,5000,0.9842,0.08208,0.0225089966676926,0.0064074249514387,0.0144573644215054,0.00781175028110378,0.0173382468484567
50,0.02,25,0.99,1000,0.99,50,5000,0.9916,0.102348,0.0308499147397183,0.0204664167185423,0.0233276465722229,0.0243936330576186,0.0265962548734686
50,0.05,25,0.99,1000,0.99,50,5000,0.9632,0.122848,0.0357209195404956,0.0371170246048732,0.031299108091271,0.0421818853966418,0.0336377083143456
50,0.1,25,0.99,1000,0.99,50,5000,0.9432,0.1715,0.0390073623161445,0.0938275373040654,0.0482673870680508,0.0992868344272219,0.0489537444343902
50,0.2,25,0.99,1000,0.99,50,5000,0.9336,0.220348,0.0316884794199026,0.194799576754467,0.0620241541761476,0.19948148571499,0.0616136694499572
50,0.5,25,0.99,1000,0.99,50,5000,0.9378,0.262208,0.0125138345526478,0.49937940025459,0.0758912093282413,0.499314878291086,0.074676920500697
50,0.01,25,0.8,50,0.8,100,5000,0.9762,0.305212,0.135474668234126,0.0616037326340929,0.0892087763369092,0.0591609546188474,0.0878071729074793
50,0.02,25,0.8,50,0.8,100,5000,0.9702,0.323736,0.140279927272576,0.0724528703735446,0.0972615247481503,0.0697930673795113,0.0960373021853457
50,0.05,25,0.8,50,0.8,100,5000,0.972,0.34236,0.143605553203844,0.0849002602199811,0.106063223808777,0.0821102859026242,0.105065229934943
50,0.1,25,0.8,50,0.8,100,5000,0.9708,0.400984,0.146624320909924,0.127231713259523,0.121091512016865,0.123833035259335,0.120723629244569
50,0.2,25,0.8,50,0.8,100,5000,0.9572,0.48888,0.144629350858759,0.208605225888499,0.145067790007454,0.205203484276778,0.146203584232895
50,0.5,25,0.8,50,0.8,100,5000,0.9508,0.612756,0.101078424174335,0.499970388501137,0.160081475275726,0.500352868896134,0.162982694276469
50,0.01,25,0.9,50,0.8,100,5000,0.9752,0.246512,0.107577267253291,0.0500928126028554,0.0770511463863508,0.0479416113216192,0.0750796125632718
50,0.02,25,0.9,50,0.8,100,5000,0.9736,0.266368,0.110407819258016,0.0624919751015374,0.0836542914489648,0.0599990595532027,0.0817046061767441
50,0.05,25,0.9,50,0.8,100,5000,0.9732,0.282404,0.112038615281799,0.0740386766972354,0.0905934853051671,0.0711467585054611,0.0888124027368976
50,0.1,25,0.9,50,0.8,100,5000,0.9636,0.337584,0.114518058930302,0.119479660840184,0.11064377538634,0.115588327076244,0.109601324539405
50,0.2,25,0.9,50,0.8,100,5000,0.9582,0.418204,0.100239632784623,0.206303750261666,0.124834818948847,0.201802789321553,0.125330765977713
50,0.5,25,0.9,50,0.8,100,5000,0.9464,0.499624,0.0665656429471255,0.498493369141627,0.131434431924056,0.496600258201993,0.133325732837019
50,0.01,25,0.99,50,0.8,100,5000,0.97,0.212932,0.0919006666053326,0.0479740913406569,0.0704150629662795,0.0447685603465991,0.067938880595507
50,0.02,25,0.99,50,0.8,100,5000,0.9698,0.230996,0.0940943076479462,0.0604102314958273,0.0774721361425397,0.0566278419975481,0.0750987139751373
50,0.05,25,0.99,50,0.8,100,5000,0.9674,0.24708,0.0925111088521385,0.070793917262553,0.0823250239052946,0.0666070468519862,0.0801479744415949
50,0.1,25,0.99,50,0.8,100,5000,0.9626,0.296532,0.0902055451958294,0.114785105277038,0.0984621068695125,0.109333079749702,0.0973044706258634
50,0.2,25,0.99,50,0.8,100,5000,0.9558,0.36622,0.0694823514241702,0.207015328732732,0.110189286243817,0.200821034677904,0.110848025400044
50,0.5,25,0.99,50,0.8,100,5000,0.9492,0.392336,0.0447453185563198,0.506742157789912,0.105449899481477,0.50155229145585,0.10557620120066
50,0.01,25,0.8,100,0.8,100,5000,0.9768,0.295668,0.12799668123073,0.0586063479386139,0.0877077507517887,0.0561762458553351,0.0862623855199323
50,0.02,25,0.8,100,0.8,100,5000,0.9798,0.312412,0.127777962487823,0.0677641027630747,0.0915362472215089,0.0651110790156197,0.0901188521637651
50,0.05,25,0.8,100,0.8,100,5000,0.9716,0.331656,0.133023895354733,0.082340254203661,0.103592453544616,0.0794246052093373,0.102500019321184
50,0.1,25,0.8,100,0.8,100,5000,0.972,0.38924,0.136978739353985,0.125279606059965,0.119974251476446,0.121760564888914,0.119595224927192
50,0.2,25,0.8,100,0.8,100,5000,0.9524,0.476964,0.128441434686899,0.212980495565498,0.145894119507605,0.209485496213029,0.146937344480234
50,0.5,25,0.8,100,0.8,100,5000,0.9474,0.592792,0.0836526406568123,0.495804809557754,0.159850380556335,0.495643892849875,0.162238850977482
50,0.01,25,0.9,100,0.8,100,5000,0.9718,0.245792,0.105332386844425,0.0512730970387523,0.076487855762871,0.0491109795914686,0.0745015085126836
50,0.02,25,0.9,100,0.8,100,5000,0.973,0.262208,0.108113377694378,0.062658149129231,0.0833305467032824,0.0600806679089436,0.0813696386263878
50,0.05,25,0.9,100,0.8,100,5000,0.9714,0.282836,0.10972057612392,0.0757788992453151,0.090713104548732,0.0728300436803738,0.0888714685630787
50,0.1,25,0.9,100,0.8,100,5000,0.9704,0.333232,0.1088606646354,0.117101581454887,0.10776603833371,0.113327912940371,0.106554806492431
50,0.2,25,0.9,100,0.8,100,5000,0.9502,0.409548,0.0932700142334664,0.205853824462448,0.125956377411286,0.201341775852593,0.12633571745643
50,0.5,25,0.9,100,0.8,100,5000,0.9434,0.486292,0.0554327095951354,0.501794449318536,0.132188556113726,0.499663051815883,0.133832579414474
50,0.01,25,0.99,100,0.8,100,5000,0.9708,0.213172,0.091283760664163,0.0476226202283769,0.0694838472293002,0.0444967540840992,0.0668188694246036
50,0.02,25,0.99,100,0.8,100,5000,0.9742,0.22868,0.0915935340244879,0.0574843949812531,0.0745402922147091,0.0538453929763,0.0720006841645505
50,0.05,25,0.99,100,0.8,100,5000,0.9698,0.24658,0.0933790529482169,0.0706684062919579,0.0816574820296535,0.0665502403126628,0.0793521932697863
50,0.1,25,0.99,100,0.8,100,5000,0.9666,0.2983,0.0897387352714625,0.117669980263763,0.0977537184920605,0.112267055991782,0.0965039255570829
50,0.2,25,0.99,100,0.8,100,5000,0.9522,0.366948,0.0696388915121587,0.20829929936701,0.110924034915972,0.202163368758632,0.111401412164304
50,0.5,25,0.99,100,0.8,100,5000,0.9456,0.390568,0.0433540458395538,0.503865811293887,0.10638138868108,0.498626782707871,0.106451924010003
50,0.01,25,0.8,1000,0.8,100,5000,0.9734,0.292652,0.122386774614417,0.0609081492086918,0.0877331978736998,0.058261463210516,0.0862312096378607
50,0.02,25,0.8,1000,0.8,100,5000,0.974,0.30856,0.126224533774482,0.0703851194391229,0.094428668813823,0.0675604427739999,0.09300813541631
50,0.05,25,0.8,1000,0.8,100,5000,0.9724,0.328012,0.126781317852873,0.0834145745161666,0.102791697260456,0.0803964960976424,0.101639951770326
50,0.1,25,0.8,1000,0.8,100,5000,0.9712,0.380384,0.125301367233267,0.12319795193357,0.119354173724776,0.119526326536028,0.118896944534949
50,0.2,25,0.8,1000,0.8,100,5000,0.9536,0.459964,0.117902242946342,0.205439902025198,0.140760569855406,0.201766960375257,0.141494183285695
50,0.5,25,0.8,1000,0.8,100,5000,0.955,0.57724,0.0633206467185875,0.501554296865074,0.150985442534334,0.501045858267514,0.153081717355493
50,0.01,25,0.9,1000,0.8,100,5000,0.974,0.24362,0.103359529016186,0.0514168019840981,0.0768083453851905,0.0493370559115557,0.0748066941097998
50,0.02,25,0.9,1000,0.8,100,5000,0.9692,0.262876,0.107629203439804,0.0646829928767696,0.0863937253752471,0.0621788773618378,0.084497726127263
50,0.05,25,0.9,1000,0.8,100,5000,0.9746,0.278724,0.106083281229944,0.0733791274758553,0.0882312245276965,0.0705512482704631,0.0863270238515563
50,0.1,25,0.9,1000,0.8,100,5000,0.9678,0.328836,0.105933986547761,0.11682680612973,0.109662677215584,0.113106098432005,0.108429580874638
50,0.2,25,0.9,1000,0.8,100,5000,0.9522,0.406156,0.0896068610202834,0.205358575850586,0.124018627245891,0.200821164420345,0.124208580133095
50,0.5,25,0.9,1000,0.8,100,5000,0.9486,0.473176,0.0465526202623511,0.500754411199856,0.125146700087955,0.498350161585861,0.126438256493768
50,0.01,25,0.99,1000,0.8,100,5000,0.9714,0.213168,0.0893677855617965,0.047284126335248,0.0693876006877655,0.0442544874768645,0.0667082338370218
50,0.02,25,0.99,1000,0.8,100,5000,0.9756,0.228868,0.0899458538640079,0.0568127300074823,0.0745402264782676,0.0534436026713546,0.0719460049372275
50,0.05,25,0.99,1000,0.8,100,5000,0.9696,0.2488,0.0929798314141834,0.0721590604970519,0.0832483906861516,0.0682489026317586,0.0808802032476317
50,0.1,25,0.99,1000,0.8,100,5000,0.9638,0.296032,0.0894691897984141,0.115015842357871,0.0971520607668625,0.10965702313283,0.0958467959039633
50,0.2,25,0.99,1000,0.8,100,5000,0.9462,0.366008,0.0692882681903781,0.207760958101776,0.110976465784308,0.201745094456839,0.111285335799228
50,0.5,25,0.99,1000,0.8,100,5000,0.9474,0.38968,0.0429095076313984,0.501624827901043,0.107415564224837,0.496330884025768,0.107465523886544
50,0.01,25,0.8,50,0.9,100,5000,0.9726,0.205892,0.0969199826279726,0.0379558229024343,0.0599031008068004,0.0370280509939227,0.0592156209941598
50,0.02,25,0.8,50,0.9,100,5000,0.9726,0.227168,0.1002480409282,0.049433127154297,0.066082189693475,0.0481574361708755,0.0654360992759642
50,0.05,25,0.8,50,0.9,100,5000,0.9722,0.2516,0.103982702794725,0.0650319146554628,0.0751780674536805,0.0636125140319442,0.0748482705107056
50,0.1,25,0.8,50,0.9,100,5000,0.9696,0.312816,0.109345239586751,0.110721362337478,0.0929813016169683,0.108892171938377,0.093437985103567
50,0.2,25,0.8,50,0.9,100,5000,0.9484,0.399972,0.0996665736402142,0.205119913877443,0.111257410862445,0.204035470965441,0.113012772302492
50,0.5,25,0.8,50,0.9,100,5000,0.9478,0.504924,0.0735964504001538,0.499588896317294,0.134141528291629,0.502199567691725,0.136044041195797
50,0.01,25,0.9,50,0.9,100,5000,0.972,0.173388,0.0792293942636385,0.0332918868640923,0.0526092599109257,0.0327562923746769,0.0511820667009401
50,0.02,25,0.9,50,0.9,100,5000,0.9668,0.193652,0.08295468155468,0.0456889646205216,0.0605245450747435,0.0448956198892995,0.0591016653183671
50,0.05,25,0.9,50,0.9,100,5000,0.9714,0.215828,0.0862248303000479,0.0603896129134286,0.0685140679699819,0.0592657645311173,0.0671773368063094
50,0.1,25,0.9,50,0.9,100,5000,0.9592,0.272132,0.0829941695689311,0.106244662447964,0.0817370029639159,0.104188950533312,0.0813067494107409
50,0.2,25,0.9,50,0.9,100,5000,0.9508,0.3451,0.067415865935223,0.199320867949456,0.0973702215980479,0.197370233015664,0.0984975102852595
50,0.5,25,0.9,50,0.9,100,5000,0.947,0.410072,0.0500273461526055,0.498918408679166,0.109223195937998,0.499256547297061,0.110306099432112
50,0.01,25,0.99,50,0.9,100,5000,0.9698,0.15036,0.0677098761294473,0.031621035939089,0.0478498488222965,0.0297591473955071,0.0461951892164824
50,0.02,25,0.99,50,0.9,100,5000,0.963,0.169496,0.0706752076827242,0.0435946579167003,0.0560756293828965,0.0413265337389146,0.0546705991115686
50,0.05,25,0.99,50,0.9,100,5000,0.9666,0.189156,0.071695995196004,0.0572325166204045,0.0617667720386513,0.0543655522486854,0.0606318687537792
50,0.1,25,0.99,50,0.9,100,5000,0.9562,0.24388,0.0667142845210217,0.10748142097026,0.0748671049576544,0.10377365097487,0.0750959898209914
50,0.2,25,0.99,50,0.9,100,5000,0.9464,0.30458,0.0451574073468313,0.203883359021048,0.0873858575063768,0.200710530571286,0.0886949197979986
50,0.5,25,0.99,50,0.9,100,5000,0.947,0.324952,0.0287576615290486,0.502166820142166,0.0903651176071007,0.499194044665995,0.089993193750097
50,0.01,25,0.8,100,0.9,100,5000,0.9722,0.204212,0.0911069654407958,0.0383549695537135,0.0581890050350901,0.0372566191753731,0.0575231568734179
50,0.02,25,0.8,100,0.9,100,5000,0.972,0.22452,0.096913198448956,0.050210178463033,0.0668994763695218,0.0489548241678608,0.0663496046846103
50,0.05,25,0.8,100,0.9,100,5000,0.973,0.24616,0.100515048898217,0.0638618044375495,0.0746468437780809,0.0623034663194446,0.0743425600705716
50,0.1,25,0.8,100,0.9,100,5000,0.9656,0.305552,0.0996857198627211,0.109593450995592,0.0918079812787949,0.107774176126492,0.092254616154806
50,0.2,25,0.8,100,0.9,100,5000,0.9504,0.389816,0.0873277239499236,0.201162493797434,0.109458061360737,0.199864452041694,0.110983545999012
50,0.5,25,0.8,100,0.9,100,5000,0.9482,0.486284,0.0554653641953703,0.500162829663,0.128346776385517,0.502291967508008,0.129900526661832
50,0.01,25,0.9,100,0.9,100,5000,0.9712,0.173284,0.0784961634319456,0.0343024619858143,0.0534939674980559,0.0336364466144485,0.052068365645874
50,0.02,25,0.9,100,0.9,100,5000,0.9704,0.19186,0.0803895073661913,0.044359115619732,0.0595176623684049,0.0434019367588025,0.058007167171926
50,0.05,25,0.9,100,0.9,100,5000,0.9736,0.212248,0.0827410158938252,0.0585009679401201,0.0672368803006194,0.0571765498228765,0.0658923797112204
50,0.1,25,0.9,100,0.9,100,5000,0.9528,0.271356,0.0817790855155862,0.10975069661452,0.0848630558905287,0.107647908598016,0.0845150530607808
50,0.2,25,0.9,100,0.9,100,5000,0.944,0.339756,0.0643332590317289,0.200738514363737,0.0984918925298501,0.198739650988643,0.0995676312316462
50,0.5,25,0.9,100,0.9,100,5000,0.9532,0.397172,0.0382504252918448,0.500399116826125,0.105581302860021,0.500379120291732,0.106263679835593
50,0.01,25,0.99,100,0.9,100,5000,0.9674,0.149448,0.0678360939554204,0.0307449675037254,0.048194747764674,0.02948456989497,0.0464954038213306
50,0.02,25,0.99,100,0.9,100,5000,0.9632,0.168524,0.0701341941212488,0.0424718597222872,0.0560400371542554,0.0406901499849651,0.0545092114074851
50,0.05,25,0.99,100,0.9,100,5000,0.9694,0.18918,0.0707446716135734,0.0566118165558616,0.0613836665790541,0.0543274374611603,0.0600006802508347
50,0.1,25,0.99,100,0.9,100,5000,0.9506,0.241436,0.0672610043973662,0.105927884393075,0.0767111271078711,0.102716073184434,0.0765258236990485
50,0.2,25,0.99,100,0.9,100,5000,0.95,0.304164,0.0442566699443927,0.204222061937023,0.0858221088664806,0.201219546415766,0.0869156486440036
50,0.5,25,0.99,100,0.9,100,5000,0.949,0.323332,0.0266353085946603,0.501792078054373,0.0897454033304552,0.498767096038912,0.0893054670551017
50,0.01,25,0.8,1000,0.9,100,5000,0.972,0.200156,0.0894627094340198,0.0378816243738377,0.0575372162423584,0.0368322527902832,0.056956330526619
50,0.02,25,0.8,1000,0.9,100,5000,0.9692,0.225736,0.0944190727356462,0.0524797768625996,0.0681631368178866,0.051208502860592,0.0677314300960268
50,0.05,25,0.8,1000,0.9,100,5000,0.9726,0.244664,0.0966426151499048,0.0646207707405108,0.0750374160393724,0.0631254443575533,0.0747614388309633
50,0.1,25,0.8,1000,0.9,100,5000,0.967,0.300364,0.0961708753805137,0.108519206047443,0.0922053643536757,0.106721812497828,0.0925592007400943
50,0.2,25,0.8,1000,0.9,100,5000,0.9474,0.380476,0.0814934455053415,0.201644773752887,0.112261666859853,0.200247887581499,0.113793482267777
50,0.5,25,0.8,1000,0.9,100,5000,0.9434,0.46674,0.0374514742377989,0.498176386012954,0.128300006097995,0.499810450084782,0.129554859642094
50,0.01,25,0.9,1000,0.9,100,5000,0.973,0.170156,0.0770155954621457,0.0330329588310513,0.0531664956223475,0.0326193442336131,0.0516625094209657
