N,true_prev,n,Se,Sp,repl,coverage_exact_CP_mean,width_exact_CP_mean,width_exact_CP_sd,coverage_exact_B_mean,width_exact_B_mean,width_exact_B_sd,loc_exact_mean,loc_exact_sd,coverage_simul_CP_mean,width_simul_CP_mean,width_simul_CP_sd,coverage_simul_B_mean,width_simul_B_mean,width_simul_B_sd,loc_simul_mean,loc_simul_sd,coverage_Bayes_mean,width_Bayes_mean,width_Bayes_sd,loc_Bayes_mean,loc_Bayes_sd,loc_RG_mean,loc_RG_sd,coverage_FPC_mean,width_FPC_mean,width_FPC_sd,coverage_Ge_mean,width_Ge_mean,width_Ge_sd,loc_Ge_mean,loc_Ge_sd,coverage_binom_CP_mean,width_binom_CP_mean,width_binom_CP_sd,coverage_binom_B_mean,width_binom_B_mean,width_binom_B_sd
50,0.05,5,0.9,0.8,5000,0.9868,0.712944,0.191640387370758,0.9868,0.659684,0.183598261997116,0.119056,0.194096686135322,0.9868,0.705712,0.195675217680121,0.9868,0.654272,0.185103545834584,0.132344,0.188717430349461,0.9202,0.601216,0.140663849683284,0.11676,0.19101455366527,0.119828571428571,0.193758869526823,0.9868,0.96171625660091,0.407389607928409,0.9872,2.36149038086058,2.57703269315032,0.266676168149902,0.213765842395228,0.9868,0.729003527288996,0.187958724428645,0.9868,0.670706955860431,0.183446099685288
50,0.1,5,0.9,0.8,5000,0.979,0.75206,0.185441079803844,0.979,0.697992,0.183495346111036,0.157192,0.21912105773656,0.9798,0.745476,0.189818912829922,0.979,0.692912,0.185116973599892,0.169616,0.21214686847267,0.983,0.630664,0.142067292953535,0.155072,0.215172523011029,0.157885714285714,0.218202282106698,0.979,1.03569364661902,0.375103682343284,0.981,1.9518451798596,2.30799885466473,0.267532981192506,0.215784622448922,0.979,0.767212362457212,0.18128317295437,0.979,0.708891391028647,0.18253333971338
50,0.2,5,0.9,0.8,5000,0.996,0.808556,0.171883168544002,0.9458,0.756456,0.178396090475715,0.241236,0.259253688110622,0.996,0.802892,0.176448585023035,0.9602,0.75136,0.180394730665201,0.25164,0.250290230412391,0.9534,0.672168,0.138255136152457,0.23074,0.253774412994175,0.241542857142857,0.257311223009349,0.8264,1.12390934908873,0.321596695128885,0.9816,1.52769271058664,1.85944357501259,0.30770784294262,0.229518282625421,0.996,0.822179486786043,0.167097928754022,0.9458,0.766839486786049,0.176231917539818
50,0.5,5,0.9,0.8,5000,0.9854,0.890004,0.122091528175588,0.9854,0.846052,0.141101081494933,0.500156,0.292736459278509,0.9854,0.886476,0.126810400202507,0.9854,0.843364,0.141545082945686,0.499396,0.284241083910747,0.938,0.743664,0.113557889126368,0.496796,0.291793288217206,0.498285714285714,0.290034493939953,0.9414,1.1927839407452,0.259748979991983,1,1.02115094426145,0.682311257454707,0.482598736076924,0.244176073390793,0.9854,0.901400217654732,0.115754599026166,0.9854,0.855169589083309,0.136327060784291
50,0.01,10,0.9,0.8,5000,0.9938,0.465836,0.181598173678417,0.9668,0.421764,0.177468158534027,0.067444,0.11610686036839,0.9918,0.461264,0.182907554077648,0.9668,0.426856,0.178861828165528,0.077824,0.115236109341557,0.9666,0.424756,0.123891768483865,0.06966,0.117370181698379,0.0681428571428572,0.116163435239737,0.9938,0.689815141817672,0.159612803829368,0.9678,0.977641911523423,1.47242522710169,0.104561599922522,0.127527081211931,0.9938,0.492498863988008,0.182633262045455,0.9668,0.473618317176467,0.173811200698846
50,0.02,10,0.9,0.8,5000,0.9906,0.486232,0.184944107882917,0.9566,0.441676,0.180772029720712,0.081816,0.12735378259474,0.9906,0.481596,0.185301700283688,0.9606,0.447264,0.181625306205856,0.091832,0.125808621874129,0.9616,0.434224,0.124243491230014,0.076256,0.122399423151245,0.0826000000000001,0.127234590397049,0.9906,0.704816414223024,0.156000326053542,0.9586,0.918444637408512,1.37080469968788,0.115032018154942,0.133657545129874,0.9906,0.51290745248631,0.185528030438283,0.9566,0.492167931104581,0.17471629775341
50,0.05,10,0.9,0.8,5000,0.9904,0.501724,0.181131083798181,0.9904,0.456488,0.176387211400569,0.088708,0.131170163750648,0.9904,0.496976,0.181897203778806,0.978,0.461612,0.177465095802092,0.098992,0.129072676764594,0.9414,0.4492,0.12918319418381,0.091052,0.135900062771922,0.0894857142857143,0.130852061517659,0.9904,0.718374481174924,0.147450479419332,0.9832,0.839185028930188,1.23335138257706,0.116800658763543,0.13430326834628,0.9904,0.528494613199915,0.181212257986647,0.9904,0.506893745819427,0.168696414858629
50,0.1,10,0.9,0.8,5000,0.9952,0.557664,0.18182066674328,0.975,0.510836,0.176436070692498,0.131244,0.1564301330988,0.983,0.552852,0.182351189980481,0.9744,0.515804,0.176666227036055,0.140912,0.152544754863769,0.9716,0.489232,0.131878157955399,0.131772,0.159361787301255,0.131942857142857,0.155208820482572,0.975,0.755968367266203,0.131475340659251,0.975,0.743286529765211,0.969960420299418,0.150892873422192,0.151819747562035,0.9952,0.584132478203188,0.180754431742673,0.975,0.557128086705745,0.164341137729713
50,0.2,10,0.9,0.8,5000,0.9674,0.648128,0.166543576785758,0.9674,0.597588,0.159188851601156,0.218752,0.189146709703231,0.9674,0.642912,0.166104781435343,0.9674,0.601404,0.157949543828652,0.224328,0.183855239157858,0.9794,0.552524,0.127156844867429,0.21266,0.187211361884913,0.2186,0.186121939702317,0.9674,0.807217093324344,0.0962987116565088,0.9806,0.675699769192527,0.55497644636898,0.228627011163643,0.179640982310941,0.9674,0.673527204152124,0.163893851199882,0.9674,0.636104045108468,0.144033680031172
50,0.5,10,0.9,0.8,5000,0.9576,0.774976,0.108137589078148,0.9576,0.717272,0.0962364292046479,0.502128,0.213641475729855,0.9624,0.76736,0.10605998370747,0.9578,0.714976,0.091649546381149,0.497328,0.210643144970124,0.9598,0.652932,0.0860971888111583,0.504304,0.214793255975514,0.497485714285714,0.211936187261937,0.8966,0.837831745760915,0.0656012128032981,0.9594,0.725441057427056,0.0981840520466979,0.494789510780934,0.204156014670029,0.977,0.798396230475003,0.103715218060544,0.977,0.74454375496669,0.0833108602447306
50,0.01,25,0.9,0.8,5000,0.9588,0.253644,0.120968293075442,0.9588,0.23884,0.115652797259309,0.046372,0.0737037588241805,0.9688,0.260816,0.136577102052141,0.9586,0.239476,0.116465094546175,0.050404,0.0720027337170787,0.9602,0.242664,0.0791873552497259,0.045304,0.0715704691224676,0.0445028571428572,0.0714304702973961,0.9822,0.444669976168682,0.0324281293148099,0.959,0.274077155381095,0.212308010486116,0.047577572470212,0.0719186472357855,0.9588,0.289620828025231,0.126539422244716,0.9588,0.274691311366329,0.122700002412588
50,0.02,25,0.9,0.8,5000,0.9748,0.275356,0.120055803454846,0.9558,0.259452,0.115569766678808,0.057736,0.0804845939169205,0.9742,0.2797,0.131295992808408,0.9588,0.260072,0.116172862764109,0.061944,0.0788397362045369,0.9738,0.258328,0.0813641717323315,0.057856,0.0804550673828163,0.0555085714285715,0.0783035973634658,0.9726,0.450223863867436,0.0308003628238357,0.9638,0.291100750236227,0.201629424636503,0.0586360090002625,0.0786091935706465,0.9748,0.312262695825166,0.125640108635134,0.9558,0.296624705236412,0.121603083155976
50,0.05,25,0.9,0.8,5000,0.9758,0.292304,0.119106376192755,0.9544,0.27584,0.115795406278587,0.068296,0.0869264495163877,0.9756,0.293564,0.125412134758599,0.9494,0.27672,0.115650147389955,0.072484,0.0849079007767997,0.9612,0.274632,0.0841757785134041,0.072916,0.0883761224075958,0.0657257142857143,0.0847580946900916,0.9856,0.454364443931118,0.0291145255090722,0.9646,0.3017135631729,0.171036309713316,0.0689864061648359,0.084927521036585,0.9758,0.329959893955234,0.12478402294313,0.9758,0.313850614938979,0.120764823228168
50,0.1,25,0.9,0.8,5000,0.968,0.353988,0.111762041887223,0.968,0.336632,0.111248603705239,0.115652,0.104020666003401,0.9682,0.350572,0.112698416149476,0.964,0.336836,0.109942560354557,0.11824,0.102026390100088,0.9576,0.313728,0.0859100583379195,0.114064,0.104483813471061,0.111931428571429,0.102681569988235,0.9836,0.467997521366224,0.0235221118599813,0.9542,0.348681730149302,0.0965155284861353,0.11524757862376,0.102099819405974,0.968,0.395221894506604,0.118561140052579,0.968,0.376923627274783,0.114881443355863
50,0.2,25,0.9,0.8,5000,0.9838,0.436428,0.086035348736705,0.9654,0.418712,0.0869133582504351,0.206912,0.115627757098555,0.9756,0.433372,0.0881377516655249,0.9638,0.417228,0.0851272303382943,0.208188,0.117576704802875,0.9558,0.379756,0.076417199514745,0.2043,0.118546196228002,0.20312,0.117106040371404,0.969,0.483051273485347,0.0146366645987041,0.9584,0.416224410519585,0.0709988498868877,0.205908236791642,0.115838057919048,0.9838,0.484822546033006,0.0947416258584514,0.9838,0.463557660318723,0.0917926742912761
50,0.5,25,0.9,0.8,5000,0.9608,0.505116,0.0176558457678457,0.9608,0.479148,0.0215686610021922,0.500196,0.124261376790829,0.9684,0.501308,0.0226749193249564,0.959,0.477588,0.0229427010072027,0.499324,0.126055547375769,0.9406,0.453168,0.0171237385078171,0.50116,0.122575280296918,0.498811428571429,0.124859722032189,0.9318,0.484796798101917,0.0137231843469423,0.948,0.460613381494524,0.0186144494711117,0.497985238347993,0.123422957445056,0.988,0.572641462594032,0.0200672304359086,0.9786,0.545774940123009,0.0219230506601335
50,0.01,5,0.95,0.8,5000,0.9924,0.6359,0.189322261194284,0.9924,0.583032,0.177416522061673,0.098252,0.160746609265882,0.9924,0.633456,0.189168319214923,0.9852,0.585884,0.174329850350835,0.102964,0.162174951354916,0.9454,0.541148,0.124429974924581,0.083604,0.15769154862865,0.0912133333333334,0.165358320851583,0.9924,0.847261969463775,0.393794146024472,0.9924,2.48334503811439,2.53654798391365,0.251546798103534,0.199070229666651,0.9924,0.660202572286531,0.183466925724958,0.9924,0.60492886561987,0.174156543494882
50,0.02,5,0.95,0.8,5000,0.9938,0.647208,0.187201745811109,0.9938,0.592988,0.176809174402322,0.10276,0.161865198447639,0.9938,0.64446,0.187045196626688,0.9938,0.595648,0.173041523253102,0.107908,0.163207815052401,0.9302,0.552504,0.128657998430381,0.097728,0.168673080654939,0.0953866666666667,0.166779469194909,0.9938,0.873201767416504,0.384390377056941,0.9942,2.31751153437896,2.46857799544444,0.243502139213608,0.198582858873859,0.9938,0.671296253788628,0.181294712069357,0.9938,0.614941693788635,0.17320113041027
50,0.05,5,0.95,0.8,5000,0.9918,0.665228,0.189698985651035,0.9918,0.610772,0.181314034128068,0.119228,0.172818104478226,0.9918,0.662496,0.189109392829894,0.9918,0.613332,0.177144386879067,0.125232,0.174400886780607,0.9178,0.563556,0.130133246314534,0.111104,0.178443575412289,0.112333333333333,0.17786385054892,0.9918,0.902621253954313,0.378481046388491,0.9924,2.17938024040263,2.39617313650841,0.246750661861939,0.196860525158119,0.9918,0.688569139573818,0.183457831911019,0.9918,0.632147219573824,0.17704401860004
50,0.1,5,0.95,0.8,5000,0.9804,0.704188,0.185786985595879,0.9804,0.64816,0.182707445940663,0.155708,0.19946171495088,0.9816,0.701792,0.185614652697084,0.9804,0.64914,0.177567470110063,0.16056,0.19856175803601,0.98,0.590556,0.131518935176886,0.148124,0.203203786824449,0.14892,0.204681028861559,0.9804,0.969489541149179,0.346485178613808,0.9818,1.80154741074339,2.14062573927322,0.249465254243922,0.202173980246937,0.9804,0.726282163096792,0.179265427036493,0.9804,0.668638909763465,0.177071086464915
50,0.2,5,0.95,0.8,5000,0.9946,0.767472,0.17544436542982,0.9946,0.712476,0.179766995465051,0.237232,0.238060481253288,0.9946,0.764716,0.17576580460264,0.9744,0.71078,0.173652937402549,0.240744,0.236451915546635,0.9482,0.637052,0.126800808297885,0.225332,0.239671980647846,0.231906666666667,0.242653769605407,0.8352,1.05351260209422,0.295222227376152,0.9876,1.38866222006232,1.69035033831531,0.290495513904406,0.215172641022663,0.9946,0.787059450092715,0.168953828754208,0.9946,0.730303770092721,0.172589353656005
50,0.5,5,0.95,0.8,5000,0.9896,0.8706,0.121913627566886,0.9896,0.822652,0.131374954887735,0.502096,0.270325104117955,0.9896,0.866032,0.125912611652505,0.9896,0.815228,0.128369325591243,0.501472,0.2692261684197,0.937,0.7127,0.103912990438715,0.498468,0.274868192922892,0.49956,0.271781614749581,0.9326,1.09729305796534,0.26945649524157,1,0.940567011338137,0.542385375408949,0.480648532924655,0.224609460161686,0.9896,0.885824062061003,0.117984893196199,0.9896,0.833185875394342,0.126682636537687
50,0.01,10,0.95,0.8,5000,0.9928,0.424048,0.166862045667842,0.9688,0.392772,0.170106858429215,0.065468,0.109055947182734,0.9904,0.424688,0.170949897424614,0.9688,0.3924,0.168507563509155,0.072756,0.107796885380328,0.9636,0.3905,0.112037228045385,0.066132,0.110081888521392,0.0646933333333334,0.109131109159872,0.9928,0.64049267288271,0.149634700013412,0.9694,0.920322536168879,1.38721759992333,0.0987277107647279,0.119548095016472,0.9928,0.457550329673171,0.172426587902775,0.9688,0.439816936762856,0.16422044439233
50,0.02,10,0.95,0.8,5000,0.9918,0.445596,0.166003964552807,0.9598,0.414692,0.169744949278502,0.076952,0.115836925609526,0.9918,0.44692,0.170452117572288,0.964,0.41444,0.168038608048148,0.085092,0.115356893936148,0.9546,0.400556,0.115871204754323,0.076316,0.119751476931374,0.0761333333333334,0.116046772340613,0.9918,0.65858584301882,0.142492302956263,0.963,0.833776707939316,1.24621637313607,0.10478871620011,0.121977341058215,0.9918,0.479827726587769,0.171340217763564,0.9598,0.460721602707349,0.161117022006264
50,0.05,10,0.95,0.8,5000,0.9906,0.463892,0.166699040339199,0.9906,0.433072,0.17020610106388,0.088908,0.12387266213045,0.9906,0.4655,0.171137393931076,0.9788,0.432548,0.167911722536912,0.096192,0.122203133581637,0.9424,0.413692,0.11782913848949,0.089712,0.12813493188102,0.0881333333333334,0.124297336026668,0.9906,0.672341261572951,0.136902322461763,0.985,0.778989189285561,1.13597148405301,0.113164899598338,0.126734818429514,0.9906,0.498632713513517,0.171752554640956,0.9906,0.478018934747594,0.15969978096552
50,0.1,10,0.95,0.8,5000,0.9954,0.51996,0.164041276232726,0.9704,0.489668,0.166252752673615,0.132752,0.147862094993366,0.9878,0.522792,0.168073122333377,0.969,0.488444,0.164640092735722,0.139892,0.146187901402624,0.9718,0.454528,0.120269656081801,0.131404,0.147501797073893,0.132053333333333,0.148530941405411,0.9704,0.710733444351195,0.117453283097335,0.9704,0.672349974909675,0.834656656938538,0.148630656906134,0.145043366206375,0.9954,0.556205146278182,0.168107287675993,0.9704,0.530035048927242,0.152063909775906
50,0.2,10,0.95,0.8,5000,0.9682,0.598196,0.149889155497612,0.9682,0.565924,0.14623536911649,0.211048,0.172530040917528,0.9698,0.601956,0.152277417059619,0.9682,0.5637,0.145588149180613,0.216792,0.171161818200211,0.978,0.512548,0.115494136106969,0.21006,0.17587752267017,0.21064,0.173270230254121,0.9682,0.753867522274472,0.0868352214522639,0.9808,0.629470558694324,0.493374257908485,0.219460433564587,0.166996502970972,0.9844,0.635981449508953,0.152141837617103,0.9682,0.599773270296495,0.133319251506869
50,0.5,10,0.95,0.8,5000,0.9802,0.722756,0.0832093097065729,0.9586,0.670048,0.0715456599123277,0.495448,0.196546089681463,0.9686,0.723804,0.0852817927862458,0.96,0.669492,0.0727791267896177,0.496624,0.196830970912156,0.9094,0.61066,0.069410431216009,0.500752,0.19631021887922,0.49532,0.196543580488811,0.9586,0.770324625511442,0.0698184684367769,0.9606,0.67297639612779,0.071060135486899,0.491824246383072,0.188934673789323,0.9802,0.761546391627986,0.0847748712969638,0.9802,0.706548262714475,0.0659949900545274
